Departure_2011,Ticket_class_description,Departure,Destination,Paid_fare,Supplier_name,Directorate,Date
October,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,03/09/12
November,Economy,UK,UK,389.17,BRITISH AIRWAYS,Strategic Director Border,30/11/11
November,Business Class,UK,UK,246.83,BRITISH AIRWAYS,Immigration Group,20/05/11
November,Economy,UK,UK,127.63,FLYBE BRITISH EUROPEAN,Immigration Group,19/06/12
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group,05/07/12
November,Economy,UK,UK,131.56,FLYBE BRITISH EUROPEAN,IPS,27/12/11
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,09/12/11
November,Economy,UK,UK,52.41,FLYBE BRITISH EUROPEAN,Crime & Policing Group,23/09/11
November,Economy,UK,UK,87.5,BMI,Crime & Policing Group,09/06/12
November,Economy,UK,UK,143.3,BRITISH AIRWAYS,Strategy & International Group,07/08/12
November,Economy,UK,UK,60.24,EASYJET,IPS,14/07/12
November,Economy,UK,UK,146.96,BMI BABY,IPS,23/05/12
November,Economy,UK,UK,172.53,EASYJET,Strategic Director Border,28/02/11
November,Business Class,UK,UK,208.83,BRITISH AIRWAYS,IPS,15/04/12
November,Economy,UK,UK,372.28,BRITISH AIRWAYS,IPS,10/04/11
November,Economy,UK,UK,372.28,BRITISH AIRWAYS,IPS,07/11/11
November,Economy,UK,UK,201.69,FLYBE BRITISH EUROPEAN,Strategic Director Border,21/08/11
November,Economy,UK,UK,201.69,FLYBE BRITISH EUROPEAN,Strategic Director Border,23/08/11
November,Economy,UK,UK,73,BRITISH AIRWAYS,Strategic Director Border,05/08/11
November,Economy,UK,UK,372.28,BRITISH AIRWAYS,Strategy & International Group,29/08/12
November,Economy,UK,UK,143.3,BRITISH AIRWAYS,Strategy & International Group,02/09/12
December,Economy,UK,UK,94.83,BRITISH AIRWAYS,Immigration Group,02/09/11
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,30/09/12
December,Economy,UK,UK,104.83,BRITISH AIRWAYS,IPS,05/12/11
November,Economy,UK,UK,205.9,BMI,Resource Management Group,28/05/11
November,Economy,UK,UK,116.83,BRITISH AIRWAYS,International Group,10/05/11
November,Economy,UK,UK,60,BRITISH AIRWAYS,Strategic Director Border,08/08/11
November,Economy,UK,UK,126.98,BRITISH AIRWAYS,Strategic Director Border,26/07/11
November,Economy,UK,UK,372.28,BRITISH AIRWAYS,Strategic Director Border,11/08/11
November,Economy,UK,UK,152.83,BRITISH AIRWAYS,Strategic Director Border,19/02/12
December,Economy,UK,UK,216.18,BMI,IPS,15/05/12
November,Economy,UK,UK,192.89,BRITISH AIRWAYS,Strategic Director Border,02/07/11
November,Economy,UK,UK,123.35,BRITISH AIRWAYS,Immigration Group,28/04/12
November,Economy,UK,UK,139.57,FLYBE BRITISH EUROPEAN,Strategic Director Border,27/04/11
November,Economy,UK,UK,263.7,EASTERN AIRWAYS,ISA,16/09/12
November,Economy,UK,UK,132,FLYBE BRITISH EUROPEAN,Finance & Commercial Group,19/07/11
November,Economy,UK,UK,314.22,BRITISH AIRWAYS,Strategic Director Border,17/12/11
November,Economy,UK,UK,67.85,BRITISH AIRWAYS,Finance & Commercial Group,23/08/12
November,Economy,UK,UK,166.35,BRITISH AIRWAYS,Immigration Group,28/08/12
November,Economy,UK,UK,347.28,BRITISH AIRWAYS,IPS,13/03/11
November,Economy,UK,UK,144.91,FLYBE BRITISH EUROPEAN,Resource Management Group,13/07/11
November,Economy,UK,UK,87.5,BMI,Strategic Director Border,31/12/11
November,Economy,UK,UK,531.18,BMI,IPS,14/02/11
December,Economy,UK,UK,107.57,FLYBE BRITISH EUROPEAN,Immigration Group,19/06/12
November,Economy,UK,UK,108.19,FLYBE BRITISH EUROPEAN,IPS,10/06/11
November,Business Class,UK,UK,238.35,BRITISH AIRWAYS,Criminal & Detention Group,29/12/11
December,Economy,UK,UK,112.28,FLYBE BRITISH EUROPEAN,CRB,13/03/11
December,Economy,UK,UK,112.28,FLYBE BRITISH EUROPEAN,CRB,14/04/11
November,Economy,UK,UK,178.35,BRITISH AIRWAYS,Immigration Group,22/10/11
December,Economy,UK,UK,112.28,FLYBE BRITISH EUROPEAN,CRB,17/02/12
December,Economy,UK,UK,58.57,FLYBE BRITISH EUROPEAN,Strategic Director Border,16/10/11
December,Economy,UK,UK,64.92,FLYBE BRITISH EUROPEAN,Strategic Director Border,03/08/12
December,Economy,UK,UK,192.18,BMI,Strategic Director Border,05/02/12
December,Economy,UK,UK,234.18,BMI,Strategic Director Border,05/08/12
December,Economy,UK,UK,184.5,BMI,Strategic Director Border,26/01/11
November,Economy,UK,UK,39,FLYBE BRITISH EUROPEAN,Immigration Group,20/08/11
November,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Immigration Group,16/07/12
November,Economy,UK,UK,142,FLYBE BRITISH EUROPEAN,Strategic Director Border,25/05/12
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,23/01/12
November,Economy,UK,UK,99.85,FLYBE BRITISH EUROPEAN,Strategic Director Border,12/04/11
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,14/08/12
November,Economy,UK,UK,99.85,FLYBE BRITISH EUROPEAN,Strategic Director Border,09/01/12
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,04/03/12
November,Economy,UK,UK,138.05,FLYBE BRITISH EUROPEAN,ISA,08/04/11
November,Economy,UK,UK,99.92,FLYBE BRITISH EUROPEAN,Strategic Director Border,05/11/11
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,22/01/12
November,Economy,UK,UK,99.92,FLYBE BRITISH EUROPEAN,Strategic Director Border,19/07/11
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,15/10/11
November,Economy,UK,UK,120.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,26/08/11
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,20/11/11
November,Economy,UK,UK,190.98,BMI BABY,Strategy & International Group,29/05/11
November,Economy,UK,UK,103.53,EASYJET,IPS,02/05/12
November,Economy,UK,UK,128.28,FLYBE BRITISH EUROPEAN,IPS,15/02/12
November,Economy,UK,UK,79,BMI,Legal Advisors Branch,19/03/11
November,Economy,UK,UK,372.28,BRITISH AIRWAYS,Immigration Group,11/08/11
December,Economy,UK,UK,89.91,FLYBE BRITISH EUROPEAN,IPS,15/07/11
November,Economy,UK,UK,123.92,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,06/11/11
November,Economy,UK,UK,107.57,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,22/06/12
November,Economy,UK,UK,107.57,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,24/11/11
November,Economy,UK,UK,123.92,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,17/02/11
December,Economy,UK,UK,83.35,BRITISH AIRWAYS,Strategy & International Group,22/01/11
November,Economy,UK,UK,126.83,BRITISH AIRWAYS,Strategy & International Group,30/05/11
November,Economy,UK,UK,146.69,FLYBE BRITISH EUROPEAN,IPS,19/08/12
November,Economy,UK,UK,95.85,BRITISH AIRWAYS,Strategic Director Border,03/07/12
November,Economy,UK,UK,199.83,FLYBE BRITISH EUROPEAN,Strategy & International Group,22/03/11
November,Economy,UK,UK,113.2,FLYBE BRITISH EUROPEAN,Resource Management Group,29/01/11
December,Economy,UK,UK,89.91,FLYBE BRITISH EUROPEAN,Resource Management Group,31/01/12
December,Economy,UK,UK,100.26,FLYBE BRITISH EUROPEAN,IPS,06/02/11
November,Economy,UK,UK,357.56,FLYBE BRITISH EUROPEAN,Immigration Group,29/09/12
November,Economy,UK,UK,159.26,FLYBE BRITISH EUROPEAN,Strategic Director Border,26/05/12
November,Economy,UK,UK,81.53,EASYJET,Strategic Director Border,02/01/11
November,Economy,UK,UK,96.53,EASYJET,IPS,08/02/12
November,Business Class,UK,UK,112.98,BRITISH AIRWAYS,IPS,10/01/12
December,Economy,UK,UK,16,FLYBE BRITISH EUROPEAN,Strategic Director Border,28/06/11
December,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Strategic Director Border,14/07/11
November,Economy,UK,UK,108,FLYBE BRITISH EUROPEAN,Strategic Director Border,01/04/12
November,Economy,UK,UK,159.91,FLYBE BRITISH EUROPEAN,Immigration Group,19/03/12
November,Economy,UK,UK,372.28,BRITISH AIRWAYS,Immigration Group,08/02/12
November,Economy,UK,UK,120.92,BRITISH AIRWAYS,Science & Research Group,26/09/11
November,Economy,UK,UK,231.69,BMI,Science & Research Group,27/03/12
December,Economy,UK,UK,124.8,BRITISH AIRWAYS,Immigration Group,04/09/12
December,Economy,UK,UK,127.69,FLYBE BRITISH EUROPEAN,Immigration Group,22/07/11
December,Economy,UK,UK,96.57,FLYBE BRITISH EUROPEAN,IPS,25/01/11
December,Economy,UK,UK,97.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,28/01/12
December,Economy,UK,UK,126.83,BRITISH AIRWAYS,Immigration Group,09/04/11
November,Economy,UK,UK,193.18,AER LINGUS,Strategic Director Border,12/06/11
December,Economy,UK,UK,136.83,BRITISH AIRWAYS,Immigration Group,05/01/12
November,Economy,UK,UK,188.28,FLYBE BRITISH EUROPEAN,Finance & Commercial Group,02/01/11
November,Economy,UK,UK,208.28,FLYBE BRITISH EUROPEAN,Finance & Commercial Group,03/02/12
November,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Strategic Director Border,28/04/12
November,Economy,UK,UK,192.28,FLYBE BRITISH EUROPEAN,Strategic Director Border,23/04/11
November,Economy,UK,UK,188.28,FLYBE BRITISH EUROPEAN,Strategic Director Border,05/05/12
December,Economy,UK,UK,207.22,BRITISH AIRWAYS,Immigration Group,02/10/11
November,Economy,UK,UK,56.5,BRITISH AIRWAYS,Resource Management Group,06/02/11
November,Economy,UK,UK,136.48,FLYBE BRITISH EUROPEAN,Strategy & International Group,18/08/12
November,Economy,UK,UK,157.48,FLYBE BRITISH EUROPEAN,IPS,20/04/11
November,Economy,UK,UK,121.28,FLYBE BRITISH EUROPEAN,Strategic Director Border,15/06/11
November,Economy,UK,UK,248.75,AURIGNY AIR SERVICES,Strategic Director Border,10/11/11
November,Economy,UK,UK,146.69,FLYBE BRITISH EUROPEAN,IPS,19/03/12
December,Economy,UK,UK,181.26,FLYBE BRITISH EUROPEAN,Strategy & International Group,24/01/12
November,Economy,UK,UK,184.9,EASTERN AIRWAYS,Crime & Policing Group,05/07/11
November,Economy,UK,UK,39.4,FLYBE BRITISH EUROPEAN,IPS,20/04/11
December,Economy,UK,UK,168.77,FLYBE BRITISH EUROPEAN,IPS,27/07/12
November,Economy,UK,UK,110.53,EASYJET,Strategy & International Group,22/11/11
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,20/05/11
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,27/06/12
December,Economy,UK,UK,43.24,EASYJET,IPS,19/06/12
December,Economy,UK,UK,99.54,FLYBE BRITISH EUROPEAN,Strategy & International Group,24/05/11
December,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategy & International Group,08/06/12
November,Economy,UK,UK,73.85,BRITISH AIRWAYS,IPS,09/01/12
November,Economy,UK,UK,144.91,FLYBE BRITISH EUROPEAN,Strategy & International Group,03/06/12
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategy & International Group,16/02/12
November,Economy,UK,UK,253.83,BRITISH AIRWAYS,IPS,19/02/11
December,Economy,UK,UK,172.8,BRITISH AIRWAYS,Immigration Group,14/10/11
November,Economy,UK,UK,337.18,BMI,IPS,04/02/11
November,Economy,UK,UK,42.24,EASYJET,IPS,19/02/12
November,Economy,UK,UK,84.24,EASYJET,IPS,03/03/11
December,Economy,UK,UK,118.35,BRITISH AIRWAYS,Immigration Group,17/09/12
December,Economy,UK,UK,60,BRITISH AIRWAYS,Strategic Director Border,26/09/11
December,Economy,UK,UK,140.26,FLYBE BRITISH EUROPEAN,Strategic Director Border,05/04/11
November,Economy,UK,UK,271.22,BRITISH AIRWAYS,OSCT,23/07/12
November,Economy,UK,UK,112.28,FLYBE BRITISH EUROPEAN,Strategic Director Border,07/07/11
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,18/01/11
December,Economy,UK,UK,134.8,BRITISH AIRWAYS,Resource Management Group,14/08/11
November,Business Class,UK,UK,302.17,BRITISH AIRWAYS,Science & Research Group,15/07/11
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,23/03/11
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,09/04/12
December,Economy,UK,UK,100.28,FLYBE BRITISH EUROPEAN,Strategic Director Border,21/08/12
December,Economy,UK,UK,224.17,BRITISH AIRWAYS,Immigration Group,26/04/12
November,Economy,UK,UK,372.28,BRITISH AIRWAYS,IPS,31/05/12
November,Business Class,UK,UK,238.35,BRITISH AIRWAYS,Resource Management Group,26/09/11
November,Business Class,UK,UK,366.28,BRITISH AIRWAYS,IPS,25/01/12
November,Economy,UK,UK,168.83,BRITISH AIRWAYS,Resource Management Group,21/05/11
November,Economy,UK,UK,173.28,BRITISH AIRWAYS,Strategy & International Group,02/07/11
December,Economy,UK,UK,201.18,BMI,IPS,05/04/12
December,Economy,UK,UK,91.98,BRITISH AIRWAYS,Strategic Director Border,30/08/12
November,Economy,UK,UK,134.35,BRITISH AIRWAYS,Resource Management Group,16/03/11
November,Economy,UK,UK,134.35,BRITISH AIRWAYS,Criminal & Detention Group,05/04/11
November,Economy,UK,UK,101.5,BRITISH AIRWAYS,Strategic Director Border,01/05/11
November,Business Class,UK,UK,202.3,BRITISH AIRWAYS,Strategic Director Border,17/10/11
December,Economy,UK,UK,173.56,FLYBE BRITISH EUROPEAN,Science & Research Group,05/09/11
December,Economy,UK,UK,124.8,BRITISH AIRWAYS,Strategic Director Border,19/01/12
November,Economy,UK,UK,92.89,BRITISH AIRWAYS,Immigration Group,08/11/11
December,Economy,UK,UK,134.8,BRITISH AIRWAYS,Strategic Director Border,25/01/11
December,Economy,UK,UK,127.69,BMI,Strategic Director Border,07/08/11
November,Economy,UK,UK,106.5,FLYBE BRITISH EUROPEAN,Strategy & International Group,16/01/11
December,Economy,UK,UK,99.83,BRITISH AIRWAYS,Strategic Director Border,31/03/11
November,Business Class,UK,UK,238.35,BRITISH AIRWAYS,Immigration Group,05/02/12
November,Economy,UK,UK,85.24,EASYJET,IPS,26/04/12
December,Economy,UK,UK,189.55,FLYBE BRITISH EUROPEAN,Strategic Director Border,03/12/11
November,Economy,UK,UK,113.53,EASYJET,IPS,30/06/11
November,Economy,UK,UK,199.91,FLYBE BRITISH EUROPEAN,Crime & Policing Group,11/08/11
November,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Strategy & International Group,04/01/11
November,Economy,UK,UK,140.98,FLYBE BRITISH EUROPEAN,Strategy & International Group,30/08/12
November,Economy,UK,UK,217.49,FLYBE BRITISH EUROPEAN,Strategy & International Group,21/01/12
November,Economy,UK,UK,104.91,FLYBE BRITISH EUROPEAN,IPS,02/08/12
November,Economy,UK,UK,93.7,FLYBE BRITISH EUROPEAN,IPS,08/01/12
November,Economy,UK,UK,214.91,FLYBE BRITISH EUROPEAN,IPS,07/12/11
November,Economy,UK,UK,156.69,FLYBE BRITISH EUROPEAN,IPS,30/06/12
November,Economy,UK,UK,93.85,BRITISH AIRWAYS,Resource Management Group,30/05/12
November,Economy,UK,UK,178.28,FLYBE BRITISH EUROPEAN,Strategic Director Border,01/07/11
November,Economy,UK,UK,142.83,BRITISH AIRWAYS,Strategic Director Border,12/04/12
November,Economy,UK,UK,171.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,20/02/12
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,17/03/12
November,Economy,UK,UK,171.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,10/10/11
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,15/04/11
November,Economy,UK,UK,167.48,FLYBE BRITISH EUROPEAN,Strategic Director Border,25/07/11
November,Economy,UK,UK,176.83,FLYBE BRITISH EUROPEAN,Strategic Director Border,09/01/11
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,12/05/12
November,Economy,UK,UK,179.8,BRITISH AIRWAYS,Immigration Group,13/01/11
November,Economy,UK,UK,127.41,FLYBE BRITISH EUROPEAN,IPS,19/03/12
November,Economy,UK,UK,85.24,EASYJET,IPS,20/07/12
November,Business Class,UK,UK,111.85,BRITISH AIRWAYS,Finance & Commercial Group,08/02/11
November,Economy,UK,UK,127.41,FLYBE BRITISH EUROPEAN,Crime & Policing Group,23/08/12
November,Economy,UK,UK,127.41,FLYBE BRITISH EUROPEAN,Crime & Policing Group,05/06/12
November,Economy,UK,UK,127.41,FLYBE BRITISH EUROPEAN,Crime & Policing Group,22/04/11
November,Economy,UK,UK,222.54,FLYBE BRITISH EUROPEAN,Immigration Group,27/06/12
November,Economy,UK,UK,274.91,FLYBE BRITISH EUROPEAN,IPS,08/08/12
November,Economy,UK,UK,274.91,FLYBE BRITISH EUROPEAN,IPS,21/10/11
November,Economy,UK,UK,274.91,FLYBE BRITISH EUROPEAN,IPS,19/07/11
November,Economy,UK,UK,68.6,FLYBE BRITISH EUROPEAN,IPS,18/04/11
November,Economy,UK,UK,127.69,FLYBE BRITISH EUROPEAN,IPS,27/04/11
November,Economy,UK,UK,139.59,BMI,Criminal & Detention Group,24/09/12
December,Economy,UK,UK,67.9,BMI,Criminal & Detention Group,05/09/11
November,Economy,UK,UK,119.3,BRITISH AIRWAYS,Strategy & International Group,03/09/12
December,Economy,UK,UK,160.9,FLYBE BRITISH EUROPEAN,Resource Management Group,18/08/12
November,Economy,UK,UK,134.57,FLYBE BRITISH EUROPEAN,Strategic Director Border,27/01/12
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,20/08/11
November,Economy,UK,UK,165.53,EASYJET,IPS,30/07/12
November,Economy,UK,UK,128.3,BRITISH AIRWAYS,Strategic Director Border,24/08/11
November,Economy,UK,UK,43.9,BMI,Strategic Director Border,30/06/12
November,Economy,UK,UK,128.2,FLYBE BRITISH EUROPEAN,Strategic Director Border,02/04/12
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,08/04/11
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,29/09/12
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,18/12/11
November,Economy,UK,UK,303.91,FLYBE BRITISH EUROPEAN,IPS,27/01/12
December,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,03/08/11
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,23/03/12
December,Economy,UK,UK,58.53,EASYJET,CRB,12/02/12
December,Economy,UK,UK,58.53,EASYJET,CRB,13/04/11
November,Business Class,UK,UK,270.8,BRITISH AIRWAYS,Strategic Director Border,08/07/12
December,Economy,UK,UK,111.9,EASTERN AIRWAYS,Crime & Policing Group,09/05/12
November,Economy,UK,UK,72.41,FLYBE BRITISH EUROPEAN,Strategy & International Group,16/11/11
December,Economy,UK,UK,91.06,FLYBE BRITISH EUROPEAN,Strategy & International Group,04/07/11
November,Economy,UK,UK,52.5,FLYBE BRITISH EUROPEAN,Strategy & International Group,28/05/12
November,Economy,UK,UK,93.85,BRITISH AIRWAYS,Immigration Group,21/09/11
November,Economy,UK,UK,87.5,FLYBE BRITISH EUROPEAN,Crime & Policing Group,24/08/11
November,Economy,UK,UK,68.6,FLYBE BRITISH EUROPEAN,IPS,28/08/12
November,Economy,UK,UK,32.99,FLYBE BRITISH EUROPEAN,IPS,02/01/12
November,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,IPS,20/08/12
December,Economy,UK,UK,202.26,FLYBE BRITISH EUROPEAN,Immigration Group,25/10/11
December,Economy,UK,UK,136.63,FLYBE BRITISH EUROPEAN,Immigration Group,13/04/12
December,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group,21/05/11
November,Economy,UK,UK,170.63,FLYBE BRITISH EUROPEAN,Immigration Group,20/07/11
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group,22/05/11
December,Economy,UK,UK,117.63,FLYBE BRITISH EUROPEAN,Immigration Group,22/02/12
December,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group,13/08/11
November,Business Class,UK,UK,291.83,BRITISH AIRWAYS,IPS,04/06/12
December,Economy,UK,UK,112.28,FLYBE BRITISH EUROPEAN,Strategic Director Border,18/02/12
December,Economy,UK,UK,39,BMI,Strategic Director Border,26/09/11
December,Economy,UK,UK,49.78,FLYBE BRITISH EUROPEAN,Strategic Director Border,03/09/11
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,25/09/12
December,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,13/06/12
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,24/09/12
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,15/06/11
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,07/05/12
November,Economy,UK,UK,72.5,FLYBE BRITISH EUROPEAN,IPS,14/06/11
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,18/12/11
November,Economy,UK,UK,184.69,FLYBE BRITISH EUROPEAN,IPS,10/01/12
November,Economy,UK,UK,372.22,BRITISH AIRWAYS,Strategic Director Border,15/12/11
December,Economy,UK,UK,85.5,FLYBE BRITISH EUROPEAN,IPS,22/03/12
December,Economy,UK,UK,102.35,BRITISH AIRWAYS,Strategic Director Border,09/02/12
December,Economy,UK,UK,153.57,FLYBE BRITISH EUROPEAN,Strategic Director Border,11/01/11
December,Economy,UK,UK,97.35,BRITISH AIRWAYS,Strategic Director Border,18/07/12
December,Economy,UK,UK,253.7,EASTERN AIRWAYS,IPS,01/08/11
December,Economy,UK,UK,202.26,FLYBE BRITISH EUROPEAN,Immigration Group,18/07/12
December,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Immigration Group,06/01/12
November,Economy,UK,UK,372.28,BRITISH AIRWAYS,IPS,20/11/11
November,Economy,UK,UK,266.85,BRITISH AIRWAYS,IPS,09/06/12
November,Economy,UK,UK,267.92,BRITISH AIRWAYS,Strategy & International Group,21/02/12
November,Economy,UK,UK,38.9,BMI,Resource Management Group,22/02/12
December,Economy,UK,UK,167.91,FLYBE BRITISH EUROPEAN,Strategic Director Border,28/03/11
December,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,16/05/11
December,Economy,UK,UK,161.28,BRITISH AIRWAYS,Strategic Director Border,20/01/12
December,Economy,UK,UK,162.55,FLYBE BRITISH EUROPEAN,Strategic Director Border,08/07/11
November,Economy,UK,UK,162.69,FLYBE BRITISH EUROPEAN,Immigration Group,07/12/11
December,Economy,UK,UK,38.97,FLYBE BRITISH EUROPEAN,IPS,20/04/12
December,Economy,UK,UK,199.4,FLYBE BRITISH EUROPEAN,IPS,29/05/11
November,Economy,UK,UK,215.35,BRITISH AIRWAYS,Immigration Group,08/04/12
November,Economy,UK,UK,96.92,BRITISH AIRWAYS,Strategy & International Group,20/08/12
November,Economy,UK,UK,202.5,FLYBE BRITISH EUROPEAN,Crime & Policing Group,29/05/12
