Departure_2011,Ticket_class_description,Departure,Destination,Paid_fare,Supplier_name,Directorate,Date
September,Economy,UK,UK,95.84,BRITISH AIRWAYS,Criminal & Detention Group,30/01/12
August,Economy,UK,UK,152.53,LIVINGSTON,Science & Research Group,02/09/11
August,Economy,UK,UK,42.5,BRITISH AIRWAYS,Strategic Director Border,10/01/12
August,Business Class,UK,UK,356.28,BRITISH AIRWAYS,Crime & Policing Group,06/09/11
August,Business Class,UK,UK,264.83,BRITISH AIRWAYS,Strategic Director Border,15/12/11
September,Economy,UK,UK,152.83,BRITISH AIRWAYS,Immigration Group,26/12/11
August,Economy,UK,UK,181.06,FLYBE BRITISH EUROPEAN,Strategic Director Border,09/09/12
August,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,12/07/11
September,Business Class,UK,UK,72,BRITISH AIRWAYS,Strategy & Reform Directorate,22/01/12
September,Economy,UK,UK,60,BRITISH AIRWAYS,Strategy & Reform Directorate,14/12/11
September,Economy,UK,UK,117.63,FLYBE BRITISH EUROPEAN,Immigration Group,23/09/11
September,Economy,UK,UK,199.04,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,12/05/12
August,Economy,UK,UK,406.1,BMI,Strategic Director Border,28/09/11
September,Economy,UK,UK,199.04,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,07/01/11
September,Economy,UK,UK,211.91,FLYBE BRITISH EUROPEAN,Strategic Director Border,31/05/11
September,Economy,UK,UK,117.63,FLYBE BRITISH EUROPEAN,Immigration Group,14/10/11
September,Economy,UK,UK,197.8,FLYBE BRITISH EUROPEAN,Strategic Director Border,23/07/11
September,Economy,UK,UK,368.22,BRITISH AIRWAYS,Strategy & Reform Directorate,14/08/11
September,Economy,UK,UK,368.22,BRITISH AIRWAYS,Strategy & Reform Directorate,20/09/12
September,Economy,UK,UK,25,BRITISH AIRWAYS,Strategy & Reform Directorate,24/11/11
September,Economy,UK,UK,60,BRITISH AIRWAYS,Strategy & Reform Directorate,11/03/12
October,Economy,UK,UK,156.28,BRITISH AIRWAYS,Strategic Director Border,29/02/12
September,Economy,UK,UK,184.83,BRITISH AIRWAYS,Strategic Director Border,26/10/11
September,Business Class,UK,UK,264.83,BRITISH AIRWAYS,Strategic Director Border,08/01/12
October,Economy,UK,UK,92.83,BRITISH AIRWAYS,Strategy & Reform Directorate,22/05/11
November,Economy,UK,UK,97.83,BRITISH AIRWAYS,Strategy & Reform Directorate,26/02/11
September,Economy,UK,UK,133.29,BRITISH AIRWAYS,Strategic Director Border,22/05/11
September,Economy,UK,UK,163.83,BRITISH AIRWAYS,Strategic Director Border,20/06/12
October,Economy,UK,UK,138.83,BRITISH AIRWAYS,Strategy & Reform Directorate,06/12/11
October,Economy,UK,UK,92.77,BRITISH AIRWAYS,Strategic Director Border,20/06/11
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,19/04/12
September,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group,10/08/11
September,Economy,UK,UK,60,BRITISH AIRWAYS,Strategy & Reform Directorate,04/03/12
September,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group,08/01/12
August,Economy,UK,UK,0,BRITISH AIRWAYS,IPS,28/05/11
September,Business Class,UK,UK,0,BRITISH AIRWAYS,IPS,03/06/11
August,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,Immigration Group,19/02/12
August,Economy,UK,UK,0,BRITISH AIRWAYS,Policy & Strategy,17/09/12
August,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,Immigration Group,22/09/12
August,Business Class,UK,UK,0,BRITISH AIRWAYS,Immigration Group,27/07/11
September,Economy,UK,UK,120,FLYBE BRITISH EUROPEAN,CRB,20/06/12
September,Economy,UK,UK,120,FLYBE BRITISH EUROPEAN,CRB,29/12/11
September,Economy,UK,UK,88.5,FLYBE BRITISH EUROPEAN,CRB,10/04/12
September,Economy,UK,UK,88.5,FLYBE BRITISH EUROPEAN,CRB,05/02/12
September,Economy,UK,UK,50.31,FLYBE BRITISH EUROPEAN,CRB,24/05/12
September,Economy,UK,UK,381.18,BMI,IPS,27/12/11
September,Economy,UK,UK,199.03,FLYBE BRITISH EUROPEAN,IPS,16/11/11
September,Business Class,UK,UK,106.85,BRITISH AIRWAYS,IPS,04/01/11
September,Economy,UK,UK,136.98,BRITISH AIRWAYS,IPS,30/08/12
September,Business Class,UK,UK,446.18,BMI,IPS,09/01/12
October,Economy,UK,UK,128.99,FLYBE BRITISH EUROPEAN,IPS,19/03/12
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,18/03/12
September,Economy,UK,UK,262.3,BRITISH AIRWAYS,IPS,29/12/11
September,Economy,UK,UK,178.28,BRITISH AIRWAYS,IPS,18/07/11
September,Business Class,UK,UK,292.28,BRITISH AIRWAYS,IPS,01/04/11
September,Economy,UK,UK,56.98,BRITISH AIRWAYS,IPS,31/12/11
September,Economy,UK,UK,150.24,EASYJET,IPS,21/05/11
September,Economy,UK,UK,146.99,FLYBE BRITISH EUROPEAN,IPS,20/01/11
September,Business Class,UK,UK,264.83,BRITISH AIRWAYS,IPS,15/04/11
September,Business Class,UK,UK,178.98,BRITISH AIRWAYS,IPS,05/09/11
September,Economy,UK,UK,94.24,EASYJET,IPS,29/04/12
September,Economy,UK,UK,146.99,FLYBE BRITISH EUROPEAN,IPS,02/05/11
September,Economy,UK,UK,93.13,FLYBE BRITISH EUROPEAN,IPS,12/01/12
September,Economy,UK,UK,269.25,BRITISH AIRWAYS,IPS,05/10/11
September,Economy,UK,UK,186.85,BRITISH AIRWAYS,IPS,11/04/11
September,Economy,UK,UK,137.83,BRITISH AIRWAYS,IPS,27/06/12
September,Economy,UK,UK,88.81,FLYBE BRITISH EUROPEAN,IPS,27/01/12
September,Business Class,UK,UK,356.28,BRITISH AIRWAYS,IPS,25/09/11
September,Economy,UK,UK,92.53,EASYJET,IPS,27/12/11
August,Economy,UK,UK,125.98,BMI BABY,IPS,03/03/12
September,Economy,UK,UK,383.18,BMI,IPS,16/03/11
September,Economy,UK,UK,221.18,BMI,IPS,11/01/12
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,23/12/11
September,Business Class,UK,UK,111.85,BRITISH AIRWAYS,IPS,19/12/11
October,Economy,UK,UK,123.97,FLYBE BRITISH EUROPEAN,IPS,16/04/11
September,Economy,UK,UK,262.3,BRITISH AIRWAYS,IPS,25/09/11
September,Economy,UK,UK,213.98,FLYBE BRITISH EUROPEAN,IPS,17/05/12
September,Economy,UK,UK,531.18,BMI,IPS,06/08/12
September,Economy,UK,UK,190.53,EASYJET,IPS,21/05/11
September,Economy,UK,UK,210.53,EASYJET,IPS,30/03/11
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,08/02/11
October,Economy,UK,UK,91.5,FLYBE BRITISH EUROPEAN,IPS,20/10/11
September,Economy,UK,UK,136.48,FLYBE BRITISH EUROPEAN,IPS,13/06/12
September,Economy,UK,UK,210.53,EASYJET,IPS,18/09/11
September,Economy,UK,UK,210.53,EASYJET,IPS,09/06/11
September,Economy,UK,UK,95.98,BRITISH AIRWAYS,IPS,04/06/11
September,Economy,UK,UK,281.3,BRITISH AIRWAYS,IPS,27/01/12
October,Economy,UK,UK,115.83,BRITISH AIRWAYS,IPS,27/05/12
September,Economy,UK,UK,267.98,BRITISH AIRWAYS,IPS,06/01/11
September,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,26/11/11
September,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,24/03/11
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,29/12/11
September,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,17/03/12
October,Economy,UK,UK,170.69,FLYBE BRITISH EUROPEAN,IPS,17/07/11
September,Economy,UK,UK,280.22,EASYJET,IPS,17/04/12
September,Economy,UK,UK,80,BRITISH AIRWAYS,IPS,19/02/11
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,31/05/11
September,Economy,UK,UK,150.7,FLYBE BRITISH EUROPEAN,IPS,15/08/11
September,Economy,UK,UK,60,BRITISH AIRWAYS,IPS,18/01/11
September,Economy,UK,UK,185.69,FLYBE BRITISH EUROPEAN,IPS,09/07/12
October,Economy,UK,UK,60,BRITISH AIRWAYS,IPS,19/05/12
November,Economy,UK,UK,170.77,FLYBE BRITISH EUROPEAN,IPS,25/02/12
November,Economy,UK,UK,142.77,FLYBE BRITISH EUROPEAN,IPS,11/08/11
September,Economy,UK,UK,310.28,BRITISH AIRWAYS,IPS,14/06/12
September,Economy,UK,UK,121.5,FLYBE BRITISH EUROPEAN,IPS,12/04/11
October,Economy,UK,UK,109.05,FLYBE BRITISH EUROPEAN,IPS,25/12/11
August,Economy,UK,UK,137.53,EASYJET,IPS,30/01/11
September,Economy,UK,UK,281.3,BRITISH AIRWAYS,IPS,25/08/12
October,Economy,UK,UK,84.05,FLYBE BRITISH EUROPEAN,IPS,21/01/11
September,Economy,UK,UK,200.69,FLYBE BRITISH EUROPEAN,IPS,03/09/12
September,Economy,UK,UK,168.05,FLYBE BRITISH EUROPEAN,IPS,29/01/12
September,Economy,UK,UK,506.18,BMI,IPS,20/06/12
September,Economy,UK,UK,157.48,FLYBE BRITISH EUROPEAN,IPS,20/05/12
September,Economy,UK,UK,147.53,EASYJET,IPS,21/04/11
September,Economy,UK,UK,50.31,FLYBE BRITISH EUROPEAN,IPS,28/09/12
September,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,04/03/12
August,Economy,UK,UK,11,EASYJET,IPS,03/08/11
September,Economy,UK,UK,221.18,BMI,IPS,13/01/11
September,Economy,UK,UK,288.25,BRITISH AIRWAYS,IPS,12/02/12
September,Economy,UK,UK,381.18,BMI,IPS,30/08/11
September,Economy,UK,UK,98.88,FLYBE BRITISH EUROPEAN,IPS,06/08/11
October,Economy,UK,UK,69.53,EASYJET,IPS,12/11/11
September,Economy,UK,UK,146.99,FLYBE BRITISH EUROPEAN,IPS,28/06/12
September,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,13/05/12
September,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,17/01/12
September,Economy,UK,UK,381.18,BMI,IPS,26/09/11
September,Business Class,UK,UK,401.28,BRITISH AIRWAYS,IPS,05/12/11
September,Economy,UK,UK,85.24,EASYJET,IPS,01/07/12
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,25/07/12
September,Economy,UK,UK,157.48,FLYBE BRITISH EUROPEAN,IPS,25/02/11
September,Economy,UK,UK,190.53,EASYJET,IPS,02/06/12
September,Economy,UK,UK,418.28,BRITISH AIRWAYS,IPS,30/05/11
September,Economy,UK,UK,239.77,FLYBE BRITISH EUROPEAN,IPS,08/01/11
September,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,01/03/11
October,Economy,UK,UK,70.53,EASYJET,IPS,21/08/11
September,Business Class,UK,UK,208.83,BRITISH AIRWAYS,IPS,25/07/11
October,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,06/07/12
September,Economy,UK,UK,235.69,FLYBE BRITISH EUROPEAN,IPS,27/08/12
September,Business Class,UK,UK,127.98,BRITISH AIRWAYS,IPS,09/06/11
September,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,IPS,07/02/12
September,Business Class,UK,UK,214.83,BRITISH AIRWAYS,IPS,08/08/12
September,Economy,UK,UK,106.53,EASYJET,IPS,13/07/12
September,Business Class,UK,UK,202.3,BRITISH AIRWAYS,IPS,27/11/11
September,Economy,UK,UK,146.99,FLYBE BRITISH EUROPEAN,IPS,28/01/12
September,Business Class,UK,UK,407.28,BRITISH AIRWAYS,IPS,29/07/12
October,Economy,UK,UK,254.23,BRITISH AIRWAYS,IPS,23/09/12
October,Economy,UK,UK,69.85,FLYBE BRITISH EUROPEAN,IPS,26/01/12
October,Economy,UK,UK,60,BRITISH AIRWAYS,IPS,16/05/11
November,Economy,UK,UK,140.77,FLYBE BRITISH EUROPEAN,IPS,15/06/12
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,07/12/11
October,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,16/05/11
October,Economy,UK,UK,180.17,BRITISH AIRWAYS,IPS,24/08/11
September,Economy,UK,UK,112.77,FLYBE BRITISH EUROPEAN,IPS,19/07/11
October,Economy,UK,UK,54.24,EASYJET,IPS,02/03/11
September,Business Class,UK,UK,133.85,BRITISH AIRWAYS,IPS,15/06/12
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,06/06/12
October,Economy,UK,UK,356.28,BRITISH AIRWAYS,IPS,12/01/12
October,Economy,UK,UK,205.18,BMI,IPS,31/03/11
September,Economy,UK,UK,69.88,FLYBE BRITISH EUROPEAN,IPS,06/03/12
September,Economy,UK,UK,531.18,BMI,IPS,28/02/12
September,Economy,UK,UK,303.98,BRITISH AIRWAYS,IPS,31/12/11
October,Business Class,UK,UK,18,BRITISH AIRWAYS,IPS,16/12/11
October,Economy,UK,UK,179.23,BRITISH AIRWAYS,IPS,27/06/11
September,Economy,UK,UK,157.53,EASYJET,IPS,31/08/12
October,Economy,UK,UK,74.05,FLYBE BRITISH EUROPEAN,IPS,22/12/11
October,Economy,UK,UK,89.53,EASYJET,IPS,01/04/12
October,Economy,UK,UK,358.18,BMI,IPS,20/09/12
October,Economy,UK,UK,176.61,FLYBE BRITISH EUROPEAN,IPS,19/08/11
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,20/06/12
October,Economy,UK,UK,84.71,OJSC AK BARS AERO,IPS,06/10/11
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,05/01/11
October,Economy,UK,UK,161.53,EASYJET,IPS,01/06/11
October,Economy,UK,UK,236.63,FLYBE BRITISH EUROPEAN,IPS,14/08/12
September,Business Class,UK,UK,278.83,BRITISH AIRWAYS,IPS,04/10/11
October,Economy,UK,UK,112.77,FLYBE BRITISH EUROPEAN,IPS,20/01/12
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,12/02/12
September,Economy,UK,UK,396.83,BRITISH AIRWAYS,IPS,03/11/11
September,Economy,UK,UK,171.91,FLYBE BRITISH EUROPEAN,IPS,14/04/11
October,Economy,UK,UK,243.7,EASTERN AIRWAYS,IPS,15/07/11
September,Economy,UK,UK,122.53,EASYJET,IPS,22/12/11
October,Economy,UK,UK,245.98,EASYJET,IPS,23/01/11
December,Economy,UK,UK,61.94,BMI BABY,IPS,22/03/12
October,Economy,UK,UK,153.05,FLYBE BRITISH EUROPEAN,IPS,08/04/12
October,Economy,UK,UK,225.26,FLYBE BRITISH EUROPEAN,IPS,12/04/12
September,Economy,UK,UK,371.18,BMI,IPS,07/10/11
September,Economy,UK,UK,129.53,EASYJET,IPS,30/05/11
October,Economy,UK,UK,94.05,FLYBE BRITISH EUROPEAN,IPS,11/09/11
October,Economy,UK,UK,234.91,FLYBE BRITISH EUROPEAN,IPS,16/09/11
September,Economy,UK,UK,433.28,BRITISH AIRWAYS,IPS,01/06/12
October,Economy,UK,UK,395.18,BMI,IPS,08/08/11
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,20/04/11
September,Business Class,UK,UK,437.28,BRITISH AIRWAYS,IPS,09/09/12
October,Economy,UK,UK,218.5,BMI,IPS,09/03/11
September,Economy,UK,UK,52.24,EASYJET,ISA,05/09/11
September,Economy,UK,UK,43.24,EASYJET,ISA,27/08/12
September,Economy,UK,UK,173.99,FLYBE BRITISH EUROPEAN,ISA,25/06/12
September,Economy,UK,UK,131.8,EASTERN AIRWAYS,ISA,17/02/11
September,Economy,UK,UK,173.99,FLYBE BRITISH EUROPEAN,ISA,15/02/12
September,Economy,UK,UK,40.71,FLYBE BRITISH EUROPEAN,ISA,14/04/12
September,Economy,UK,UK,72.53,EASYJET,ISA,02/10/11
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,ISA,21/09/12
October,Economy,UK,UK,162.05,FLYBE BRITISH EUROPEAN,ISA,02/02/12
September,Economy,UK,UK,44.24,EASYJET,ISA,15/09/11
September,Economy,UK,UK,254.69,BMI,Science & Research Group,17/01/11
October,Business Class,UK,UK,265.29,BRITISH AIRWAYS,Strategy & International Group,16/08/12
September,Economy,UK,UK,127.83,BRITISH AIRWAYS,HROD,16/09/12
September,Economy,UK,UK,114.77,FLYBE BRITISH EUROPEAN,Strategic Director Border,13/10/11
October,Economy,UK,UK,145,BMI,Strategy & International Group,04/02/12
November,Economy,UK,UK,58,BMI,Strategy & International Group,23/04/11
September,Economy,UK,UK,92.5,FLYBE BRITISH EUROPEAN,Group HR,29/03/12
September,Economy,UK,UK,190.63,FLYBE BRITISH EUROPEAN,Immigration Group,20/07/11
September,Economy,UK,UK,32,FLYBE BRITISH EUROPEAN,Resource Management Group,19/01/12
September,Economy,UK,UK,75,FLYBE BRITISH EUROPEAN,Resource Management Group,31/03/11
September,Business Class,UK,UK,212.84,BRITISH AIRWAYS,Criminal & Detention Group,03/05/12
September,Economy,UK,UK,112.83,BRITISH AIRWAYS,Policy & Strategy,08/08/12
September,Economy,UK,UK,253.18,BMI,Legal Advisors Branch,28/04/12
October,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,02/08/12
October,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,23/04/12
September,Economy,UK,UK,60,BRITISH AIRWAYS,HROD,01/06/12
September,Business Class,UK,UK,294.83,BRITISH AIRWAYS,Policy & Strategy,04/03/12
September,Economy,UK,UK,99.85,FLYBE BRITISH EUROPEAN,Strategic Director Border,31/10/11
October,Business Class,UK,UK,265.29,BRITISH AIRWAYS,Strategy & International Group,03/09/12
September,Economy,UK,UK,190.29,BRITISH AIRWAYS,Strategic Director Border,14/07/12
September,Economy,UK,UK,199.22,BRITISH AIRWAYS,Science & Research Group,20/01/12
September,Economy,UK,UK,199.22,BRITISH AIRWAYS,Science & Research Group,01/10/12
September,Economy,UK,UK,66.99,BRITISH AIRWAYS,HROD,07/10/11
September,Economy,UK,UK,235.29,BRITISH AIRWAYS,HROD,26/10/11
September,Business Class,UK,UK,335.29,BRITISH AIRWAYS,Strategic Director Border,02/04/12
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,22/11/11
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,13/01/11
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,31/03/11
September,Economy,UK,UK,75.24,EASYJET,Strategic Director Border,11/10/11
September,Economy,UK,UK,135.98,FLYBE BRITISH EUROPEAN,Private Office,31/10/11
October,Economy,UK,UK,153.77,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,12/04/12
September,Economy,UK,UK,184.83,BRITISH AIRWAYS,Immigration Group,25/12/11
October,Economy,UK,UK,127.5,BMI,Strategic Director Border,30/04/12
October,Economy,UK,UK,60,BRITISH AIRWAYS,Strategy & International Group,05/02/11
September,Economy,UK,UK,199.83,AER LINGUS,Policy & Strategy,22/06/11
September,Economy,UK,UK,200.29,BRITISH AIRWAYS,Strategic Director Border,23/04/12
September,Economy,UK,UK,230.29,BRITISH AIRWAYS,HROD,11/07/11
September,Economy,UK,UK,132.77,BRITISH AIRWAYS,Criminal & Detention Group,08/02/12
September,Economy,UK,UK,418.28,BRITISH AIRWAYS,Private Office,19/07/12
October,Economy,UK,UK,150.29,BRITISH AIRWAYS,Strategy & International Group,13/05/12
September,Business Class,UK,UK,265.29,BRITISH AIRWAYS,Strategy & International Group,07/07/11
September,Business Class,UK,UK,294.83,BRITISH AIRWAYS,Strategy & International Group,13/05/11
September,Economy,UK,UK,201.17,BRITISH AIRWAYS,Crime & Policing Group,07/02/12
September,Economy,UK,UK,153.2,FLYBE BRITISH EUROPEAN,Private Office,03/02/11
September,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Private Office,07/06/12
September,Economy,UK,UK,120.92,BRITISH AIRWAYS,International Group,11/08/12
September,Economy,UK,UK,69.85,FLYBE BRITISH EUROPEAN,Strategic Director Border,16/06/11
September,Economy,UK,UK,120,FLYBE BRITISH EUROPEAN,Strategic Director Border,31/03/12
October,Economy,UK,UK,84.92,FLYBE BRITISH EUROPEAN,Strategic Director Border,21/01/11
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,12/03/12
October,Economy,UK,UK,147.77,FLYBE BRITISH EUROPEAN,Strategic Director Border,05/06/12
October,Economy,UK,UK,189.23,BRITISH AIRWAYS,Science & Research Group,18/01/11
September,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group,26/03/12
September,Economy,UK,UK,275.29,BRITISH AIRWAYS,HROD,06/01/12
September,Economy,UK,UK,156.91,FLYBE BRITISH EUROPEAN,Crime & Policing Group,23/12/11
October,Economy,UK,UK,91.55,FLYBE BRITISH EUROPEAN,Strategic Director Border,28/08/12
October,Economy,UK,UK,91.55,FLYBE BRITISH EUROPEAN,Strategic Director Border,29/03/12
September,Economy,UK,UK,69.85,FLYBE BRITISH EUROPEAN,Strategic Director Border,19/08/12
September,Economy,UK,UK,479.28,BRITISH AIRWAYS,OSCT,03/05/12
September,Economy,UK,UK,496.3,LUFTHANSA GERMAN AIRLINES,OSCT,19/07/12
September,Business Class,UK,UK,107.99,BRITISH AIRWAYS,Immigration Group,24/09/12
September,Economy,UK,UK,469.04,FLYBE BRITISH EUROPEAN,OSCT,22/05/11
September,Economy,UK,UK,136.63,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,24/09/12
September,Economy,UK,UK,75.24,EASYJET,Strategic Director Border,09/12/11
September,Economy,UK,UK,313.83,BRITISH AIRWAYS,Private Office,30/01/12
September,Economy,UK,UK,97.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,12/02/12
September,Economy,UK,UK,116.99,BRITISH AIRWAYS,Strategic Director Border,21/01/12
September,Economy,UK,UK,104.63,FLYBE BRITISH EUROPEAN,Immigration Group,21/06/12
September,Economy,UK,UK,219,EASTERN AIRWAYS,Immigration Group,18/05/11
September,Economy,UK,UK,171.84,BRITISH AIRWAYS,Strategic Director Border,15/04/12
September,Economy,UK,UK,311.5,BMI,Strategy & International Group,09/08/12
September,Economy,UK,UK,190.91,FLYBE BRITISH EUROPEAN,Strategic Director Border,21/05/12
September,Economy,UK,UK,175.04,FLYBE BRITISH EUROPEAN,Resource Management Group,29/09/11
September,Economy,UK,UK,165.04,FLYBE BRITISH EUROPEAN,Strategic Director Border,29/04/12
September,Economy,UK,UK,160.9,EASTERN AIRWAYS,Strategic Director Border,19/07/11
September,Economy,UK,UK,117.63,FLYBE BRITISH EUROPEAN,Immigration Group,13/01/11
September,Economy,UK,UK,439.23,BRITISH AIRWAYS,Immigration Group,28/06/11
September,Economy,UK,UK,63,FLYBE BRITISH EUROPEAN,Private Office,28/12/11
September,Economy,UK,UK,196.91,FLYBE BRITISH EUROPEAN,Strategic Director Border,21/04/11
October,Economy,UK,UK,199.4,BMI,Resource Management Group,11/07/12
September,Economy,UK,UK,118.7,FLYBE BRITISH EUROPEAN,Crime & Policing Group,07/06/12
October,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,20/10/11
October,Economy,UK,UK,70.3,BRITISH AIRWAYS,OSCT,09/01/11
October,Economy,UK,UK,179.23,BRITISH AIRWAYS,Immigration Group,09/08/11
October,Economy,UK,UK,98.06,FLYBE BRITISH EUROPEAN,Strategic Director Border,27/06/11
October,Economy,UK,UK,95.77,FLYBE BRITISH EUROPEAN,Strategic Director Border,27/05/11
October,Economy,UK,UK,62.5,FLYBE BRITISH EUROPEAN,Resource Management Group,18/04/12
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,14/03/11
October,Business Class,UK,UK,265.29,BRITISH AIRWAYS,Strategy & International Group,02/11/11
September,Economy,UK,UK,110.53,EASYJET,Science & Research Group,22/05/11
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,22/04/11
October,Economy,UK,UK,199.4,BMI,Resource Management Group,21/10/11
September,Economy,UK,UK,256.83,BRITISH AIRWAYS,Strategy & International Group,05/05/12
October,Economy,UK,UK,199.4,BMI,Resource Management Group,04/12/11
September,Economy,UK,UK,282.83,BRITISH AIRWAYS,Strategy & International Group,30/05/11
September,Economy,UK,UK,260.29,BRITISH AIRWAYS,HROD,22/06/11
September,Economy,UK,UK,250.91,FLYBE BRITISH EUROPEAN,Strategic Director Border,13/05/12
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,27/05/12
October,Economy,UK,UK,95.28,FLYBE BRITISH EUROPEAN,Strategic Director Border,11/09/11
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,05/07/11
October,Economy,UK,UK,83.84,BRITISH AIRWAYS,Strategic Director Border,24/03/12
September,Economy,UK,UK,223.92,FLYBE BRITISH EUROPEAN,OSCT,10/08/11
October,Economy,UK,UK,56.92,BRITISH AIRWAYS,Strategy & International Group,24/06/11
September,Economy,UK,UK,221.84,BRITISH AIRWAYS,Immigration Group,16/12/11
October,Economy,UK,UK,171.99,FLYBE BRITISH EUROPEAN,Immigration Group,14/03/11
October,Business Class,UK,UK,255.29,BRITISH AIRWAYS,HROD,18/07/12
October,Economy,UK,UK,199.4,BMI,Resource Management Group,01/01/12
September,Economy,UK,UK,264.56,BMI,Strategic Director Border,28/02/11
September,Economy,UK,UK,269.18,BMI,Crime & Policing Group,21/02/12
September,Economy,UK,UK,147.77,FLYBE BRITISH EUROPEAN,Strategic Director Border,18/06/12
September,Economy,UK,UK,298.28,BRITISH AIRWAYS,Strategic Director Border,16/01/11
September,Economy,UK,UK,231.84,BRITISH AIRWAYS,Strategic Director Border,16/04/12
September,Economy,UK,UK,220.04,FLYBE BRITISH EUROPEAN,Strategic Director Border,13/06/12
September,Business Class,UK,UK,359.28,BRITISH AIRWAYS,Strategic Director Border,04/07/12
October,Economy,UK,UK,163.99,FLYBE BRITISH EUROPEAN,Immigration Group,18/02/11
October,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Immigration Group,20/12/11
October,Business Class,UK,UK,275.29,BRITISH AIRWAYS,Strategic Director Border,15/05/12
September,Business Class,UK,UK,280.29,BRITISH AIRWAYS,Criminal & Detention Group,17/08/12
September,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,31/01/11
September,Economy,UK,UK,135,EASTERN AIRWAYS,Policy & Strategy,10/10/11
September,Economy,UK,UK,75,BMI,Strategy & International Group,18/03/12
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Crime & Policing Group,18/11/11
September,Economy,UK,UK,155.29,BRITISH AIRWAYS,Resource Management Group,11/04/12
October,Economy,UK,UK,35.85,BRITISH AIRWAYS,Crime & Policing Group,25/03/12
December,Economy,UK,UK,100.23,BRITISH AIRWAYS,Strategic Director Border,01/07/11
September,Economy,UK,UK,218.9,FLYBE BRITISH EUROPEAN,Crime & Policing Group,18/02/12
September,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group,08/02/11
September,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group,19/06/11
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,27/06/11
October,Economy,UK,UK,60,BRITISH AIRWAYS,Strategy & International Group,01/11/11
